epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
151,822.798,0.83882,0.52056,0.00913,0.00034,0.86296,0.83943,0.88289,0.52599,1.26986,0.58745,0.01817,0.00018,0.00141945,0.00141945,0.00141945
152,827.997,0.78768,0.49597,0.00977,0.00025,0.86851,0.82843,0.87232,0.64582,0.75039,0.47445,0.01812,5e-05,0.0014178,0.0014178,0.0014178
153,833.401,0.78775,0.50994,0.01018,0.00031,0.85617,0.85608,0.88443,0.61685,0.9012,0.54817,0.01817,8e-05,0.00141615,0.00141615,0.00141615
154,838.738,0.79456,0.51816,0.01103,0.00025,0.84829,0.81846,0.8692,0.62886,0.8225,0.51331,0.02101,4e-05,0.0014145,0.0014145,0.0014145
155,843.995,0.82364,0.49225,0.01073,0.00032,0.83725,0.8565,0.87673,0.60606,0.88238,0.57522,0.02295,7e-05,0.00141285,0.00141285,0.00141285
156,850.395,0.88398,0.51296,0.01001,0.00038,0.85487,0.79039,0.87558,0.57867,1.06145,0.59073,0.0203,9e-05,0.0014112,0.0014112,0.0014112
157,855.534,0.83939,0.52186,0.01044,0.00029,0.82224,0.82934,0.87381,0.64039,0.87186,0.53992,0.02184,5e-05,0.00140955,0.00140955,0.00140955
158,860.645,0.75667,0.48418,0.01025,0.00022,0.87288,0.76682,0.87222,0.66902,0.82593,0.51272,0.01918,6e-05,0.0014079,0.0014079,0.0014079
159,865.615,0.77349,0.4945,0.00983,0.00027,0.86092,0.8458,0.89599,0.65439,0.863,0.48988,0.01905,7e-05,0.00140625,0.00140625,0.00140625
160,870.669,0.8314,0.50997,0.00913,0.00036,0.88557,0.82717,0.89469,0.60591,0.9807,0.53171,0.02137,0.0001,0.0014046,0.0014046,0.0014046
161,876.19,0.81339,0.511,0.01066,0.00034,0.87707,0.84115,0.88795,0.59662,1.01477,0.52447,0.0198,0.0001,0.00140295,0.00140295,0.00140295
162,881.163,0.83146,0.51306,0.01095,0.00037,0.82948,0.83792,0.87448,0.60497,0.92275,0.50272,0.01836,9e-05,0.0014013,0.0014013,0.0014013
163,886.365,0.77192,0.50219,0.00988,0.00034,0.87335,0.84162,0.89359,0.65983,0.80315,0.47834,0.01791,6e-05,0.00139965,0.00139965,0.00139965
164,891.361,0.79807,0.48494,0.00936,0.00032,0.86817,0.8216,0.87892,0.61369,0.94011,0.51511,0.01951,9e-05,0.001398,0.001398,0.001398
165,896.322,0.78327,0.49257,0.00973,0.00031,0.86713,0.86163,0.89577,0.56216,1.15097,0.54828,0.0212,0.00012,0.00139635,0.00139635,0.00139635
166,901.527,0.78156,0.49376,0.00983,0.00032,0.86388,0.83522,0.88871,0.67051,0.71257,0.48101,0.01832,4e-05,0.0013947,0.0013947,0.0013947
167,906.801,0.76931,0.49566,0.01028,0.00028,0.8334,0.86459,0.87711,0.65542,0.78783,0.49874,0.01723,6e-05,0.00139305,0.00139305,0.00139305
168,911.984,0.76272,0.50091,0.01074,0.00028,0.8163,0.85314,0.87808,0.59747,0.98616,0.54116,0.02075,0.0001,0.00139139,0.00139139,0.00139139
169,917.274,0.84384,0.52883,0.01299,0.00031,0.82142,0.82398,0.87291,0.5687,1.17964,0.65692,0.01871,0.00016,0.00138974,0.00138974,0.00138974
170,922.325,0.86028,0.53593,0.01553,0.0004,0.87107,0.82947,0.886,0.63688,0.79494,0.47668,0.0232,4e-05,0.00138809,0.00138809,0.00138809
171,927.203,0.88047,0.53414,0.01647,0.00037,0.85637,0.79253,0.87106,0.56218,1.04409,0.5474,0.03699,8e-05,0.00138644,0.00138644,0.00138644
172,932.456,0.81853,0.5027,0.01296,0.00033,0.84693,0.80969,0.87568,0.59554,0.93071,0.54602,0.0217,7e-05,0.00138479,0.00138479,0.00138479
173,938.001,0.87562,0.53373,0.01298,0.00031,0.86377,0.78302,0.86021,0.56934,1.04068,0.61157,0.03253,8e-05,0.00138314,0.00138314,0.00138314
174,942.97,0.84056,0.51641,0.01331,0.00034,0.84412,0.82566,0.88063,0.59295,1.05967,0.51672,0.02206,0.0001,0.00138149,0.00138149,0.00138149
175,948.737,0.82141,0.49732,0.01065,0.00026,0.81241,0.85964,0.8932,0.66708,0.76926,0.50446,0.02304,4e-05,0.00137984,0.00137984,0.00137984
176,954.497,0.77562,0.48467,0.01045,0.0003,0.86817,0.81369,0.86931,0.63206,0.77337,0.45809,0.01997,4e-05,0.00137819,0.00137819,0.00137819
177,959.543,0.79593,0.5066,0.01037,0.00032,0.83538,0.84995,0.88457,0.665,0.77025,0.46905,0.01875,4e-05,0.00137654,0.00137654,0.00137654
178,964.459,0.78246,0.49639,0.01076,0.0003,0.84651,0.82744,0.86342,0.63482,0.80341,0.5179,0.01881,6e-05,0.00137489,0.00137489,0.00137489
179,969.685,0.76709,0.46449,0.00998,0.00026,0.82013,0.86474,0.89972,0.65059,0.92354,0.50239,0.02433,7e-05,0.00137324,0.00137324,0.00137324
180,974.643,0.77245,0.48183,0.01005,0.00033,0.83223,0.8811,0.89708,0.6708,0.75482,0.46152,0.01824,3e-05,0.00137159,0.00137159,0.00137159
181,979.664,0.77958,0.49345,0.01075,0.00032,0.86191,0.80877,0.87476,0.56838,1.08762,0.53155,0.02527,0.0001,0.00136994,0.00136994,0.00136994
182,984.62,0.89278,0.53288,0.01334,0.00038,0.8415,0.82546,0.87415,0.64038,0.86958,0.51677,0.02066,7e-05,0.00136829,0.00136829,0.00136829
183,989.886,0.79395,0.47375,0.01188,0.00031,0.82262,0.87581,0.88373,0.62445,0.79747,0.51459,0.02107,3e-05,0.00136664,0.00136664,0.00136664
184,994.823,0.86561,0.51088,0.01381,0.00026,0.81971,0.85622,0.86815,0.58119,0.96302,0.54003,0.02258,0.0001,0.00136499,0.00136499,0.00136499
185,999.851,0.86445,0.50223,0.01345,0.00033,0.82528,0.83237,0.85795,0.6197,0.81996,0.54179,0.02545,5e-05,0.00136334,0.00136334,0.00136334
186,1004.74,0.79945,0.50603,0.0122,0.00028,0.85168,0.85227,0.8767,0.62156,0.89673,0.48394,0.02525,8e-05,0.00136169,0.00136169,0.00136169
187,1009.87,0.82188,0.49019,0.01056,0.00034,0.81959,0.84532,0.86512,0.62842,0.81656,0.55419,0.02368,4e-05,0.00136004,0.00136004,0.00136004
188,1014.84,0.78953,0.49554,0.01064,0.00029,0.84573,0.86014,0.8832,0.61578,0.87545,0.49345,0.02256,6e-05,0.00135839,0.00135839,0.00135839
189,1020.1,0.76796,0.4806,0.01046,0.00027,0.85566,0.83197,0.87596,0.62276,0.88642,0.49442,0.02419,5e-05,0.00135674,0.00135674,0.00135674
190,1025.35,0.73731,0.45708,0.01027,0.00026,0.87133,0.86331,0.89946,0.65485,0.81366,0.43885,0.0201,5e-05,0.00135509,0.00135509,0.00135509
191,1030.73,0.73884,0.46743,0.00981,0.00028,0.88255,0.80416,0.8839,0.68985,0.74762,0.44646,0.01865,5e-05,0.00135344,0.00135344,0.00135344
192,1036.01,0.77014,0.47265,0.01022,0.00026,0.80951,0.84425,0.87275,0.62142,0.87509,0.49154,0.02075,6e-05,0.00135179,0.00135179,0.00135179
193,1040.73,0.76996,0.47357,0.01132,0.00023,0.8833,0.856,0.90538,0.67769,0.79298,0.46085,0.0269,4e-05,0.00135014,0.00135014,0.00135014
194,1045.8,0.75511,0.45672,0.00979,0.00034,0.87855,0.81986,0.89023,0.66976,0.75591,0.46856,0.01826,4e-05,0.00134849,0.00134849,0.00134849
195,1051.24,0.73376,0.46385,0.00981,0.00027,0.816,0.85534,0.87651,0.66246,0.75765,0.48061,0.01977,4e-05,0.00134684,0.00134684,0.00134684
196,1056.26,0.74598,0.48267,0.01,0.00032,0.81789,0.8085,0.87153,0.65204,0.8276,0.50145,0.01943,4e-05,0.00134519,0.00134519,0.00134519
197,1061.18,0.76314,0.46539,0.01084,0.00024,0.82955,0.88062,0.89584,0.67376,0.78672,0.47072,0.02411,4e-05,0.00134354,0.00134354,0.00134354
198,1066.28,0.85339,0.49329,0.0098,0.00036,0.86822,0.81668,0.8876,0.65782,0.82875,0.47614,0.02059,5e-05,0.00134188,0.00134188,0.00134188
199,1071.34,0.84287,0.51915,0.00991,0.00034,0.86962,0.85401,0.89289,0.61404,0.99225,0.53018,0.02534,8e-05,0.00134023,0.00134023,0.00134023
200,1076.66,0.82411,0.49838,0.00992,0.00039,0.79874,0.8297,0.86041,0.62637,0.82989,0.52487,0.01905,5e-05,0.00133858,0.00133858,0.00133858
201,1081.87,0.74739,0.46305,0.00954,0.00025,0.86191,0.88684,0.88919,0.64929,0.80956,0.45233,0.01868,5e-05,0.00133693,0.00133693,0.00133693
202,1086.99,0.7573,0.45778,0.00946,0.00025,0.85709,0.86902,0.8887,0.6566,0.81438,0.43562,0.01843,5e-05,0.00133528,0.00133528,0.00133528
203,1091.89,0.76914,0.45292,0.00944,0.00032,0.82438,0.87171,0.88874,0.64886,0.84556,0.46014,0.02132,6e-05,0.00133363,0.00133363,0.00133363
204,1097.2,0.76916,0.45603,0.00859,0.00036,0.85434,0.85597,0.87867,0.62095,0.8146,0.49644,0.01987,5e-05,0.00133198,0.00133198,0.00133198
205,1102.27,0.70552,0.44934,0.00889,0.00024,0.88159,0.85215,0.89262,0.66754,0.74502,0.45907,0.01843,4e-05,0.00133033,0.00133033,0.00133033
206,1107.6,0.72141,0.43795,0.00953,0.00027,0.88363,0.87464,0.90552,0.67515,0.76107,0.42957,0.01766,5e-05,0.00132868,0.00132868,0.00132868
207,1112.89,0.71786,0.4528,0.00914,0.00029,0.86264,0.85944,0.8816,0.63291,0.75733,0.50364,0.02288,4e-05,0.00132703,0.00132703,0.00132703
208,1118.31,0.76703,0.47357,0.00952,0.00032,0.89045,0.83787,0.88508,0.66224,0.74414,0.46471,0.02079,3e-05,0.00132538,0.00132538,0.00132538
209,1123.58,0.72223,0.43322,0.00884,0.00024,0.84779,0.85158,0.87755,0.65646,0.77459,0.47867,0.01769,5e-05,0.00132373,0.00132373,0.00132373
210,1129.14,0.7538,0.4628,0.00908,0.00033,0.87352,0.83366,0.89607,0.64439,0.89266,0.49848,0.02021,8e-05,0.00132208,0.00132208,0.00132208
211,1134.24,0.7874,0.4459,0.00996,0.00028,0.82586,0.85844,0.88188,0.66469,0.84217,0.47183,0.01713,6e-05,0.00132043,0.00132043,0.00132043
212,1139.62,0.69224,0.40923,0.00931,0.00022,0.82552,0.85081,0.88614,0.65761,0.7685,0.47593,0.0181,5e-05,0.00131878,0.00131878,0.00131878
213,1144.25,0.77714,0.45904,0.01079,0.00033,0.88441,0.83231,0.88423,0.60078,1.02107,0.5098,0.02231,9e-05,0.00131713,0.00131713,0.00131713
214,1149.45,0.80333,0.43305,0.01026,0.00025,0.85969,0.84578,0.87836,0.61393,0.88358,0.48376,0.01874,7e-05,0.00131548,0.00131548,0.00131548
215,1154.76,0.82322,0.47031,0.0097,0.00042,0.87724,0.85183,0.89589,0.66184,0.7423,0.44763,0.01939,4e-05,0.00131383,0.00131383,0.00131383
216,1159.76,0.79164,0.4545,0.00907,0.00039,0.84766,0.86577,0.89529,0.59049,1.02027,0.57883,0.01837,0.0001,0.00131218,0.00131218,0.00131218
217,1164.89,0.7703,0.45626,0.00883,0.00034,0.84542,0.88168,0.90094,0.67278,0.74207,0.48942,0.01905,3e-05,0.00131053,0.00131053,0.00131053
218,1170.07,0.70988,0.43353,0.00825,0.00028,0.8838,0.81484,0.88297,0.66273,0.75331,0.44666,0.01821,5e-05,0.00130888,0.00130888,0.00130888
219,1175.07,0.76614,0.4378,0.01027,0.00028,0.8569,0.8624,0.89378,0.61435,0.94668,0.50133,0.02014,7e-05,0.00130723,0.00130723,0.00130723
220,1180.19,0.70899,0.4321,0.00969,0.00028,0.88548,0.86611,0.89573,0.67871,0.71539,0.40583,0.01796,4e-05,0.00130558,0.00130558,0.00130558
221,1185.52,0.75414,0.44429,0.01176,0.00026,0.84594,0.84533,0.87879,0.63205,0.91973,0.53334,0.02179,8e-05,0.00130393,0.00130393,0.00130393
222,1190.71,0.78049,0.46278,0.01312,0.00028,0.85221,0.81316,0.88809,0.66376,0.75824,0.54069,0.02206,3e-05,0.00130228,0.00130228,0.00130228
223,1195.74,0.75648,0.47872,0.0114,0.00027,0.84521,0.86775,0.894,0.68462,0.67289,0.46912,0.01982,2e-05,0.00130063,0.00130063,0.00130063
224,1201.17,0.8071,0.4956,0.0116,0.00033,0.83473,0.8315,0.87547,0.64234,0.79939,0.51783,0.02163,4e-05,0.00129898,0.00129898,0.00129898
225,1206.52,0.77824,0.46721,0.0111,0.0003,0.8353,0.82531,0.87332,0.65148,0.78768,0.4835,0.01993,4e-05,0.00129733,0.00129733,0.00129733
226,1211.34,0.74961,0.47617,0.01069,0.00029,0.85851,0.83516,0.88518,0.64445,0.8183,0.54078,0.02043,5e-05,0.00129568,0.00129568,0.00129568
227,1216.32,0.8122,0.45992,0.01101,0.00032,0.86925,0.80215,0.87542,0.64045,0.83759,0.5093,0.02077,5e-05,0.00129403,0.00129403,0.00129403
228,1221.2,0.7181,0.45309,0.00933,0.00029,0.88548,0.83963,0.88877,0.6532,0.75255,0.45612,0.01965,4e-05,0.00129238,0.00129238,0.00129238
229,1226.36,0.70494,0.4141,0.00931,0.0002,0.84559,0.86094,0.89144,0.67677,0.68931,0.447,0.01754,3e-05,0.00129072,0.00129072,0.00129072
230,1231.43,0.70385,0.42645,0.00895,0.00031,0.85459,0.84004,0.86052,0.66206,0.74391,0.45403,0.01848,4e-05,0.00128907,0.00128907,0.00128907
231,1236.38,0.71474,0.42512,0.00898,0.00032,0.88034,0.8287,0.88018,0.67074,0.72025,0.46203,0.01773,3e-05,0.00128742,0.00128742,0.00128742
232,1241.46,0.73037,0.43298,0.00858,0.00034,0.8417,0.83056,0.86278,0.61209,0.87215,0.53404,0.01843,5e-05,0.00128577,0.00128577,0.00128577
233,1246.58,0.6973,0.41813,0.00893,0.00028,0.88496,0.81961,0.87972,0.66044,0.72973,0.44232,0.0177,4e-05,0.00128412,0.00128412,0.00128412
234,1251.61,0.71459,0.40977,0.00891,0.00026,0.85385,0.85227,0.88969,0.6545,0.84162,0.46137,0.02266,3e-05,0.00128247,0.00128247,0.00128247
235,1256.69,0.83379,0.45294,0.00971,0.00037,0.84832,0.78625,0.86327,0.56388,1.05402,0.5962,0.01938,0.0001,0.00128082,0.00128082,0.00128082
236,1261.97,0.8105,0.45328,0.00951,0.00033,0.83923,0.84392,0.87038,0.65788,0.76945,0.50126,0.01989,4e-05,0.00127917,0.00127917,0.00127917
237,1266.7,0.80562,0.47404,0.00928,0.00029,0.83255,0.84172,0.88645,0.65382,0.7673,0.52434,0.01882,5e-05,0.00127752,0.00127752,0.00127752
238,1271.59,0.79428,0.4379,0.00867,0.00034,0.85172,0.83974,0.87131,0.6436,0.78483,0.50933,0.01958,6e-05,0.00127587,0.00127587,0.00127587
239,1276.8,0.744,0.44019,0.00893,0.00028,0.8561,0.82903,0.88369,0.65281,0.82754,0.48252,0.02098,6e-05,0.00127422,0.00127422,0.00127422
240,1282.16,0.7651,0.45307,0.00898,0.00033,0.87202,0.83765,0.88367,0.65775,0.69784,0.46496,0.01742,4e-05,0.00127257,0.00127257,0.00127257
241,1287.3,0.75057,0.43617,0.01057,0.00023,0.84641,0.87048,0.88733,0.65336,0.73389,0.45186,0.01809,3e-05,0.00127092,0.00127092,0.00127092
242,1292.49,0.76017,0.44118,0.01019,0.00031,0.83185,0.85849,0.87743,0.57617,1.03585,0.53315,0.02002,0.0001,0.00126927,0.00126927,0.00126927
243,1297.66,0.76339,0.46701,0.00902,0.00033,0.85828,0.85863,0.89614,0.64406,0.7995,0.4496,0.0179,5e-05,0.00126762,0.00126762,0.00126762
244,1303.07,0.76986,0.42149,0.00831,0.00034,0.89746,0.86006,0.90231,0.68408,0.71949,0.42702,0.01685,3e-05,0.00126597,0.00126597,0.00126597
245,1307.97,0.73173,0.44324,0.00883,0.00028,0.91246,0.85282,0.90409,0.68516,0.69731,0.42732,0.01676,4e-05,0.00126432,0.00126432,0.00126432
246,1313.15,0.72313,0.41388,0.00972,0.00026,0.837,0.86774,0.88738,0.66694,0.72409,0.44418,0.01909,3e-05,0.00126267,0.00126267,0.00126267
247,1318.62,0.73096,0.43343,0.01106,0.00025,0.84906,0.88238,0.88982,0.6964,0.68456,0.42818,0.01768,3e-05,0.00126102,0.00126102,0.00126102
248,1323.57,0.71216,0.43312,0.01006,0.00023,0.87523,0.83518,0.89121,0.66747,0.72072,0.43452,0.01846,4e-05,0.00125937,0.00125937,0.00125937
249,1328.41,0.74028,0.40944,0.01154,0.00023,0.87744,0.87236,0.90099,0.65464,0.77823,0.49063,0.02635,3e-05,0.00125772,0.00125772,0.00125772
250,1334.06,0.83486,0.45463,0.01361,0.00038,0.88918,0.85217,0.89317,0.65383,0.77952,0.44132,0.02204,4e-05,0.00125607,0.00125607,0.00125607
251,1339.26,0.71917,0.4287,0.01113,0.00027,0.89255,0.83789,0.89016,0.66825,0.67025,0.41316,0.02017,3e-05,0.00125442,0.00125442,0.00125442
252,1344.13,0.75861,0.43277,0.01204,0.00025,0.86757,0.81921,0.87614,0.63191,0.83818,0.4752,0.02597,4e-05,0.00125277,0.00125277,0.00125277
253,1348.99,0.78479,0.43846,0.01144,0.00033,0.85496,0.83765,0.88454,0.68468,0.68481,0.44179,0.0183,3e-05,0.00125112,0.00125112,0.00125112
254,1354.17,0.78532,0.44871,0.01085,0.00028,0.8855,0.84382,0.89716,0.66696,0.81567,0.48065,0.02392,3e-05,0.00124947,0.00124947,0.00124947
255,1359,0.74301,0.41158,0.01128,0.00025,0.84582,0.8622,0.883,0.65824,0.79454,0.46325,0.02235,5e-05,0.00124782,0.00124782,0.00124782
256,1364.23,0.74647,0.4233,0.01122,0.00024,0.84373,0.8439,0.88782,0.66096,0.74785,0.47398,0.01852,3e-05,0.00124617,0.00124617,0.00124617
257,1369.17,0.75271,0.42102,0.01102,0.00027,0.81851,0.87275,0.88003,0.66907,0.74265,0.46154,0.01953,4e-05,0.00124452,0.00124452,0.00124452
258,1374.19,0.81228,0.44053,0.0116,0.00035,0.88403,0.83292,0.87967,0.64014,0.85793,0.48307,0.02023,4e-05,0.00124287,0.00124287,0.00124287
259,1379.39,0.82715,0.43949,0.01078,0.00026,0.81191,0.83349,0.86675,0.59163,0.8946,0.512,0.01946,4e-05,0.00124121,0.00124121,0.00124121
260,1384.65,0.80273,0.45593,0.01027,0.00029,0.85524,0.84427,0.8901,0.59885,0.97193,0.54945,0.01875,6e-05,0.00123956,0.00123956,0.00123956
261,1389.75,0.86237,0.45641,0.01152,0.00036,0.80996,0.84699,0.85807,0.61048,0.84779,0.47118,0.0195,7e-05,0.00123791,0.00123791,0.00123791
262,1395.04,0.7083,0.41156,0.00965,0.00034,0.85092,0.85042,0.88961,0.62651,0.82374,0.45624,0.01876,5e-05,0.00123626,0.00123626,0.00123626
263,1400.22,0.74307,0.41052,0.00969,0.00022,0.82065,0.86774,0.87837,0.63498,0.7675,0.48877,0.02029,4e-05,0.00123461,0.00123461,0.00123461
264,1405.03,0.73894,0.39328,0.0101,0.00024,0.88957,0.84668,0.9025,0.66891,0.73205,0.44123,0.01781,4e-05,0.00123296,0.00123296,0.00123296
265,1410.09,0.70635,0.42669,0.00883,0.00032,0.88865,0.87789,0.90397,0.69509,0.6617,0.3689,0.01801,2e-05,0.00123131,0.00123131,0.00123131
266,1415.46,0.69621,0.41252,0.00887,0.00024,0.88391,0.85715,0.90235,0.70135,0.71738,0.42638,0.02254,3e-05,0.00122966,0.00122966,0.00122966
267,1420.49,0.68748,0.40059,0.00896,0.00022,0.87743,0.83582,0.88969,0.66834,0.73415,0.42968,0.02092,5e-05,0.00122801,0.00122801,0.00122801
268,1425.49,0.73217,0.42498,0.00906,0.00022,0.82406,0.85777,0.88736,0.66109,0.72745,0.45807,0.01882,5e-05,0.00122636,0.00122636,0.00122636
269,1430.62,0.74632,0.42127,0.00927,0.00034,0.8487,0.82932,0.87482,0.63182,0.74948,0.46563,0.0193,5e-05,0.00122471,0.00122471,0.00122471
270,1435.72,0.75868,0.40954,0.00889,0.00025,0.84946,0.86573,0.90579,0.6721,0.77292,0.4954,0.01965,4e-05,0.00122306,0.00122306,0.00122306
271,1440.74,0.72264,0.41988,0.0092,0.00026,0.8531,0.80172,0.87902,0.63888,0.81247,0.50878,0.01819,4e-05,0.00122141,0.00122141,0.00122141
272,1445.89,0.72754,0.39822,0.00875,0.00025,0.85667,0.83171,0.88458,0.62848,0.93356,0.50724,0.01988,8e-05,0.00121976,0.00121976,0.00121976
273,1451.3,0.75384,0.42011,0.0107,0.00024,0.84968,0.87313,0.89321,0.65782,0.74883,0.45659,0.0193,5e-05,0.00121811,0.00121811,0.00121811
274,1456.53,0.7289,0.41991,0.00876,0.00026,0.87783,0.85558,0.89636,0.6454,0.84258,0.5014,0.01942,5e-05,0.00121646,0.00121646,0.00121646
275,1461.83,0.69264,0.39443,0.00838,0.00022,0.86095,0.86687,0.90441,0.68301,0.71882,0.43964,0.01729,5e-05,0.00121481,0.00121481,0.00121481
276,1466.61,0.69302,0.40794,0.00828,0.00027,0.89578,0.8379,0.90397,0.67853,0.7889,0.43407,0.01798,5e-05,0.00121316,0.00121316,0.00121316
277,1472.34,0.67337,0.39995,0.00784,0.00026,0.86605,0.84628,0.90127,0.69936,0.66722,0.41392,0.01779,3e-05,0.00121151,0.00121151,0.00121151
278,1477.69,0.68495,0.3888,0.00821,0.00026,0.85021,0.86839,0.90701,0.69136,0.72197,0.40758,0.02124,3e-05,0.00120986,0.00120986,0.00120986
279,1482.67,0.74899,0.44022,0.00897,0.00035,0.86585,0.8737,0.90621,0.67418,0.74511,0.40494,0.01885,4e-05,0.00120821,0.00120821,0.00120821
280,1487.94,0.7063,0.38706,0.00849,0.00052,0.87301,0.85546,0.89283,0.66549,0.7528,0.41442,0.01941,3e-05,0.00120656,0.00120656,0.00120656
281,1493.42,0.73687,0.3718,0.00778,0.00026,0.89068,0.8311,0.89298,0.66589,0.79029,0.44313,0.0189,6e-05,0.00120491,0.00120491,0.00120491
282,1498.44,0.74786,0.39896,0.00872,0.00036,0.87709,0.8561,0.88796,0.69022,0.72696,0.39728,0.0185,4e-05,0.00120326,0.00120326,0.00120326
283,1503.39,0.68035,0.4091,0.00871,0.00025,0.90715,0.877,0.91699,0.70754,0.67017,0.42415,0.01763,3e-05,0.00120161,0.00120161,0.00120161
284,1508.5,0.69081,0.40158,0.00883,0.00025,0.88985,0.86896,0.90489,0.7013,0.66647,0.42354,0.01702,3e-05,0.00119996,0.00119996,0.00119996
285,1513.7,0.68549,0.39639,0.00849,0.00029,0.89045,0.87276,0.91321,0.7138,0.66293,0.44618,0.01699,3e-05,0.00119831,0.00119831,0.00119831
286,1518.91,0.69396,0.40317,0.00854,0.00025,0.84644,0.85687,0.89841,0.68345,0.7066,0.49363,0.01876,3e-05,0.00119666,0.00119666,0.00119666
287,1523.79,0.69352,0.37853,0.00942,0.00017,0.87706,0.87695,0.91032,0.7145,0.70272,0.43255,0.01966,3e-05,0.00119501,0.00119501,0.00119501
288,1528.88,0.69356,0.40065,0.00883,0.00025,0.87799,0.85697,0.90352,0.71588,0.6717,0.47434,0.01589,3e-05,0.00119336,0.00119336,0.00119336
289,1533.92,0.71233,0.3931,0.00894,0.00036,0.86537,0.83487,0.87962,0.655,0.78172,0.47269,0.01668,4e-05,0.0011917,0.0011917,0.0011917
290,1538.8,0.71226,0.38262,0.00878,0.00018,0.88107,0.84807,0.88388,0.67789,0.70565,0.50469,0.01738,4e-05,0.00119005,0.00119005,0.00119005
291,1544.09,0.71892,0.42237,0.00879,0.00027,0.85515,0.87693,0.89242,0.68545,0.65609,0.47455,0.01625,3e-05,0.0011884,0.0011884,0.0011884
292,1549.13,0.71805,0.39265,0.00885,0.00025,0.86496,0.87803,0.89011,0.69018,0.73874,0.48105,0.01763,4e-05,0.00118675,0.00118675,0.00118675
293,1554.18,0.82466,0.43527,0.00887,0.00039,0.863,0.85013,0.89608,0.59657,1.10715,0.55358,0.01816,0.00014,0.0011851,0.0011851,0.0011851
294,1559.39,0.74199,0.41679,0.00813,0.00035,0.84434,0.87244,0.89352,0.69061,0.72039,0.42779,0.01676,3e-05,0.00118345,0.00118345,0.00118345
295,1564.5,0.66715,0.37289,0.00756,0.00026,0.83671,0.88205,0.89015,0.67001,0.75245,0.44153,0.01634,4e-05,0.0011818,0.0011818,0.0011818
296,1569.86,0.66306,0.36728,0.00803,0.00027,0.88121,0.84782,0.89687,0.69894,0.68609,0.4115,0.017,4e-05,0.00118015,0.00118015,0.00118015
297,1574.7,0.67003,0.38732,0.00847,0.00022,0.86332,0.87227,0.90399,0.69882,0.76037,0.40415,0.01774,4e-05,0.0011785,0.0011785,0.0011785
298,1579.8,0.69208,0.36766,0.00919,0.00021,0.87459,0.84588,0.89855,0.69854,0.71485,0.42952,0.01707,4e-05,0.00117685,0.00117685,0.00117685
299,1584.93,0.64559,0.37994,0.00819,0.00024,0.88101,0.85661,0.91004,0.72242,0.66777,0.38851,0.01607,3e-05,0.0011752,0.0011752,0.0011752
300,1590.09,0.66307,0.39567,0.00792,0.00025,0.8889,0.87105,0.90875,0.70834,0.66811,0.40088,0.0159,3e-05,0.00117355,0.00117355,0.00117355
301,1595.01,0.69448,0.3798,0.00952,0.00022,0.87986,0.86672,0.90219,0.7005,0.68927,0.42576,0.01568,4e-05,0.0011719,0.0011719,0.0011719
302,1600.11,0.68679,0.38286,0.01039,0.00024,0.9022,0.83282,0.90832,0.67912,0.72332,0.43077,0.01562,4e-05,0.00117025,0.00117025,0.00117025
303,1605.27,0.67648,0.39094,0.0098,0.00028,0.86926,0.85182,0.88196,0.65399,0.6905,0.47799,0.01784,3e-05,0.0011686,0.0011686,0.0011686
304,1610.5,0.71303,0.39802,0.01064,0.00022,0.88575,0.83179,0.88941,0.64897,0.75112,0.4652,0.01969,4e-05,0.00116695,0.00116695,0.00116695
305,1615.51,0.69577,0.39118,0.00928,0.00027,0.84272,0.8562,0.88983,0.65916,0.77092,0.4984,0.02049,5e-05,0.0011653,0.0011653,0.0011653
306,1620.35,0.72576,0.41148,0.00926,0.0003,0.86287,0.85319,0.89423,0.63635,0.84276,0.4988,0.01783,6e-05,0.00116365,0.00116365,0.00116365
307,1625.26,0.68621,0.40238,0.00834,0.00023,0.89164,0.84691,0.90571,0.68355,0.73138,0.43547,0.01726,5e-05,0.001162,0.001162,0.001162
308,1630.15,0.68589,0.3989,0.00849,0.00022,0.87283,0.86245,0.90624,0.68597,0.68272,0.46285,0.01579,3e-05,0.00116035,0.00116035,0.00116035
309,1635.27,0.65558,0.37269,0.00862,0.0002,0.85101,0.87321,0.89122,0.6788,0.68944,0.40391,0.01631,4e-05,0.0011587,0.0011587,0.0011587
310,1640.17,0.71609,0.39858,0.00889,0.00028,0.84652,0.85713,0.89003,0.67359,0.67836,0.4207,0.01735,4e-05,0.00115705,0.00115705,0.00115705
311,1645.39,0.70142,0.3757,0.00872,0.00023,0.87074,0.86175,0.89147,0.64812,0.76608,0.44247,0.01849,4e-05,0.0011554,0.0011554,0.0011554
312,1650.54,0.72325,0.39785,0.00787,0.00035,0.86184,0.89329,0.90751,0.68611,0.67437,0.42976,0.01721,3e-05,0.00115375,0.00115375,0.00115375
313,1655.39,0.69356,0.37686,0.00767,0.00029,0.88632,0.86651,0.90518,0.66975,0.84883,0.45882,0.01645,7e-05,0.0011521,0.0011521,0.0011521
