epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
83,1523.01,0.93746,0.33175,0.01253,0.95207,0.92392,0.97163,0.71525,1.10724,0.43581,0.0207,0.00183764,0.00183764,0.00183764
84,1542.26,0.8993,0.32954,0.01193,0.91828,0.95826,0.97247,0.73143,1.11172,0.4248,0.02291,0.00183566,0.00183566,0.00183566
85,1557.76,0.96706,0.37224,0.0134,0.93536,0.95349,0.97962,0.72677,1.06979,0.38699,0.0237,0.00183368,0.00183368,0.00183368
86,1574.55,0.97069,0.35131,0.01387,0.95998,0.92968,0.97798,0.73041,1.11766,0.37799,0.02118,0.0018317,0.0018317,0.0018317
87,1593.23,0.89216,0.32184,0.01147,0.92728,0.93023,0.95908,0.71467,1.10358,0.42439,0.02146,0.00182972,0.00182972,0.00182972
88,1609.35,0.90171,0.33153,0.01166,0.91572,0.93023,0.97111,0.72663,1.06643,0.46224,0.02119,0.00182774,0.00182774,0.00182774
89,1627.27,0.90808,0.32895,0.01237,0.95912,0.94574,0.96859,0.6723,1.21564,0.56757,0.02055,0.00182576,0.00182576,0.00182576
90,1648.14,0.93894,0.35914,0.01219,0.9156,0.92504,0.9619,0.67507,1.36158,0.54125,0.03224,0.00182378,0.00182378,0.00182378
91,1664.43,0.95815,0.32455,0.01189,0.94599,0.95349,0.97878,0.66798,1.41855,0.41824,0.03112,0.0018218,0.0018218,0.0018218
92,1679.97,0.9719,0.34397,0.01323,0.96058,0.94455,0.98129,0.72267,1.2036,0.38836,0.02127,0.00181982,0.00181982,0.00181982
93,1697.72,0.96449,0.34985,0.01351,0.89228,0.93798,0.97241,0.64933,1.42068,0.44937,0.03285,0.00181784,0.00181784,0.00181784
94,1713.15,0.95805,0.36497,0.01285,0.94572,0.94541,0.98101,0.7425,1.1563,0.43398,0.02228,0.00181586,0.00181586,0.00181586
95,1730.89,0.92421,0.34535,0.01265,0.92577,0.93798,0.97186,0.74839,1.00168,0.36926,0.01937,0.00181388,0.00181388,0.00181388
96,1746.75,0.95111,0.35651,0.01295,0.93834,0.9437,0.97099,0.71949,1.11118,0.37914,0.02215,0.0018119,0.0018119,0.0018119
97,1762.43,0.96748,0.37211,0.0134,0.95963,0.92146,0.96255,0.68417,1.26993,0.4041,0.02635,0.00180992,0.00180992,0.00180992
98,1782.05,0.98223,0.35955,0.01373,0.94594,0.95349,0.9623,0.68316,1.18585,0.41456,0.02528,0.00180794,0.00180794,0.00180794
99,1797.86,0.94716,0.34103,0.01256,0.93276,0.89922,0.96174,0.72146,1.05117,0.40119,0.02033,0.00180596,0.00180596,0.00180596
100,1814.19,0.89184,0.32853,0.01186,0.9528,0.93898,0.97062,0.74936,0.98493,0.37113,0.02008,0.00180398,0.00180398,0.00180398
101,1834.91,0.96311,0.36059,0.01389,0.93819,0.94574,0.97374,0.72745,1.1407,0.45451,0.0259,0.001802,0.001802,0.001802
102,1855.21,0.91994,0.33459,0.01246,0.90156,0.92293,0.96489,0.71927,1.03556,0.47026,0.02086,0.00180002,0.00180002,0.00180002
103,1874.01,0.90547,0.33633,0.0127,0.95272,0.95349,0.97597,0.74752,1.04618,0.42328,0.02078,0.00179804,0.00179804,0.00179804
104,1889.69,0.92134,0.31723,0.0121,0.93218,0.95891,0.97574,0.74011,1.07559,0.46093,0.02216,0.00179606,0.00179606,0.00179606
105,1907.61,0.8956,0.32212,0.01121,0.96513,0.93798,0.96809,0.74653,1.02405,0.37576,0.01951,0.00179408,0.00179408,0.00179408
106,1923.43,0.90666,0.33708,0.01279,0.94526,0.93704,0.97249,0.72751,1.06319,0.39346,0.02096,0.0017921,0.0017921,0.0017921
107,1939.01,0.92086,0.33632,0.01289,0.97256,0.93798,0.97102,0.74191,1.08938,0.36478,0.02019,0.00179012,0.00179012,0.00179012
