epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
158,846.362,0.97595,0.56219,0.01363,0.00071,0.85149,0.81326,0.86735,0.58768,0.94052,0.56152,0.02416,9e-05,0.0014079,0.0014079,0.0014079
159,851.182,1.0025,0.61083,0.01285,0.00075,0.83612,0.83963,0.87501,0.58904,0.97942,0.59394,0.02407,9e-05,0.00140625,0.00140625,0.00140625
160,856.77,0.98399,0.59267,0.01253,0.00069,0.80318,0.83584,0.86328,0.58518,0.95908,0.57263,0.02305,7e-05,0.0014046,0.0014046,0.0014046
161,861.722,0.99664,0.5965,0.01191,0.00079,0.85769,0.82682,0.88106,0.62721,0.92207,0.50952,0.02214,7e-05,0.00140295,0.00140295,0.00140295
162,866.564,0.94168,0.58251,0.01198,0.00058,0.87524,0.81724,0.87959,0.63364,0.92041,0.52085,0.02017,8e-05,0.0014013,0.0014013,0.0014013
163,871.586,0.96135,0.57805,0.01163,0.00072,0.85948,0.84704,0.8907,0.60509,0.90761,0.50644,0.02269,9e-05,0.00139965,0.00139965,0.00139965
164,876.718,0.97841,0.57014,0.01227,0.0007,0.83777,0.79702,0.8572,0.57936,0.93489,0.56512,0.02079,8e-05,0.001398,0.001398,0.001398
165,881.411,0.97191,0.57788,0.01298,0.00076,0.86448,0.81296,0.88794,0.6203,0.91967,0.52687,0.02039,9e-05,0.00139635,0.00139635,0.00139635
166,886.631,0.99795,0.58927,0.01359,0.00075,0.85535,0.83593,0.8796,0.58766,0.91746,0.6262,0.01977,7e-05,0.0013947,0.0013947,0.0013947
167,891.889,0.98114,0.58817,0.01292,0.00068,0.86773,0.8395,0.88211,0.60303,0.92492,0.53889,0.01969,8e-05,0.00139305,0.00139305,0.00139305
168,896.941,0.98278,0.59034,0.01327,0.00067,0.85551,0.83608,0.8906,0.60881,0.95001,0.5065,0.02113,8e-05,0.00139139,0.00139139,0.00139139
169,902.259,1.03295,0.57339,0.01312,0.00064,0.8125,0.83249,0.86416,0.55813,0.99592,0.59882,0.03205,8e-05,0.00138974,0.00138974,0.00138974
170,907.358,0.9374,0.54494,0.01326,0.00064,0.85935,0.86433,0.87896,0.61602,0.84814,0.47931,0.01784,8e-05,0.00138809,0.00138809,0.00138809
171,912.276,0.98095,0.57261,0.01234,0.00073,0.83543,0.85189,0.88645,0.61819,0.95216,0.51312,0.02126,9e-05,0.00138644,0.00138644,0.00138644
172,917.714,0.95516,0.56305,0.01218,0.00073,0.82691,0.87068,0.89898,0.5936,1.06282,0.51377,0.02017,9e-05,0.00138479,0.00138479,0.00138479
173,923.018,1.04674,0.59908,0.01501,0.0007,0.83067,0.85234,0.87848,0.59467,0.96844,0.50949,0.02421,9e-05,0.00138314,0.00138314,0.00138314
174,928.475,1.00461,0.57166,0.01431,0.00066,0.87351,0.84599,0.87787,0.59467,0.91674,0.56066,0.01974,8e-05,0.00138149,0.00138149,0.00138149
175,933.439,0.9833,0.55687,0.01225,0.00061,0.82642,0.82962,0.87163,0.61479,0.91577,0.50724,0.02229,7e-05,0.00137984,0.00137984,0.00137984
176,939.33,0.93631,0.54857,0.01234,0.00064,0.84872,0.82952,0.87244,0.60887,0.91056,0.49908,0.02026,7e-05,0.00137819,0.00137819,0.00137819
177,944.274,0.99232,0.56949,0.0141,0.00063,0.86127,0.81128,0.85919,0.60254,0.93649,0.5499,0.02301,7e-05,0.00137654,0.00137654,0.00137654
178,949.379,0.94399,0.56989,0.01252,0.00067,0.8354,0.8772,0.88393,0.61344,0.93867,0.56723,0.02026,8e-05,0.00137489,0.00137489,0.00137489
179,954.577,0.94819,0.54253,0.01279,0.00049,0.80394,0.84259,0.88011,0.61492,0.89443,0.56428,0.01895,8e-05,0.00137324,0.00137324,0.00137324
180,959.455,0.95191,0.56827,0.01277,0.00062,0.81135,0.85896,0.87767,0.60176,0.92078,0.52571,0.0204,7e-05,0.00137159,0.00137159,0.00137159
181,964.169,0.95081,0.57704,0.01192,0.00067,0.85472,0.83935,0.88086,0.60859,0.91144,0.4976,0.01993,8e-05,0.00136994,0.00136994,0.00136994
182,969.567,0.95186,0.56898,0.01253,0.0006,0.82259,0.85908,0.86744,0.61213,0.83696,0.58017,0.01814,6e-05,0.00136829,0.00136829,0.00136829
183,975.096,0.91743,0.53804,0.01121,0.00063,0.85129,0.80702,0.87213,0.61575,0.85931,0.52879,0.01808,7e-05,0.00136664,0.00136664,0.00136664
184,980.172,0.91721,0.55336,0.01049,0.00063,0.83644,0.8446,0.88233,0.627,0.86538,0.52267,0.01833,8e-05,0.00136499,0.00136499,0.00136499
185,985.034,0.91368,0.55824,0.0113,0.00061,0.83353,0.8343,0.87368,0.60304,1.01969,0.50983,0.02302,9e-05,0.00136334,0.00136334,0.00136334
186,989.817,0.96447,0.56985,0.01194,0.0006,0.82457,0.85025,0.88882,0.61226,0.91353,0.53327,0.01963,7e-05,0.00136169,0.00136169,0.00136169
187,995.279,0.88294,0.52639,0.01037,0.00055,0.89445,0.81947,0.89344,0.61052,0.91535,0.5278,0.02002,6e-05,0.00136004,0.00136004,0.00136004
188,1000.3,0.91391,0.53313,0.01073,0.00064,0.8066,0.85758,0.86744,0.61576,0.80167,0.50228,0.0168,7e-05,0.00135839,0.00135839,0.00135839
189,1005.49,0.90491,0.55132,0.01121,0.00064,0.87172,0.80681,0.88527,0.6267,0.85081,0.489,0.01766,7e-05,0.00135674,0.00135674,0.00135674
190,1010.72,0.89585,0.52495,0.01156,0.00061,0.83609,0.81504,0.87998,0.61839,0.85113,0.4751,0.01849,8e-05,0.00135509,0.00135509,0.00135509
191,1016.02,0.90156,0.5337,0.01156,0.00055,0.88796,0.82099,0.88819,0.63289,0.88121,0.45859,0.02152,7e-05,0.00135344,0.00135344,0.00135344
192,1021.21,0.91943,0.53789,0.01204,0.00054,0.8067,0.86728,0.88097,0.6182,0.93123,0.54488,0.02216,8e-05,0.00135179,0.00135179,0.00135179
193,1026.31,0.95944,0.55017,0.01146,0.00057,0.83721,0.80037,0.86122,0.59556,0.94573,0.52142,0.02786,8e-05,0.00135014,0.00135014,0.00135014
194,1031.43,0.93273,0.55325,0.0116,0.00058,0.87484,0.82738,0.88823,0.59945,0.96559,0.52795,0.02155,9e-05,0.00134849,0.00134849,0.00134849
195,1036.35,0.93822,0.55566,0.01209,0.00063,0.87588,0.84797,0.89899,0.60913,0.98138,0.48493,0.02364,7e-05,0.00134684,0.00134684,0.00134684
196,1041.74,0.91173,0.55461,0.01177,0.0006,0.83769,0.85875,0.87968,0.59719,0.94441,0.56861,0.01864,0.00011,0.00134519,0.00134519,0.00134519
197,1046.65,0.93039,0.53174,0.01283,0.00055,0.86807,0.84568,0.8838,0.62362,0.9166,0.49637,0.0191,8e-05,0.00134354,0.00134354,0.00134354
198,1051.6,0.97544,0.57086,0.0114,0.00065,0.86315,0.81702,0.88057,0.61302,0.92313,0.53226,0.02142,7e-05,0.00134188,0.00134188,0.00134188
199,1056.83,0.94961,0.56884,0.01209,0.00066,0.81588,0.88328,0.88299,0.59795,0.93313,0.5176,0.02085,8e-05,0.00134023,0.00134023,0.00134023
200,1061.64,0.95443,0.56329,0.01084,0.00067,0.82339,0.85081,0.87499,0.57915,0.98997,0.55902,0.01973,0.0001,0.00133858,0.00133858,0.00133858
201,1067.39,0.91972,0.53202,0.01182,0.0006,0.87668,0.86057,0.89576,0.62181,0.91656,0.47907,0.01859,9e-05,0.00133693,0.00133693,0.00133693
202,1072.53,0.93592,0.54695,0.01219,0.00062,0.8909,0.82962,0.89676,0.63506,0.86589,0.48187,0.02065,8e-05,0.00133528,0.00133528,0.00133528
203,1078,0.92992,0.52172,0.01299,0.00068,0.85239,0.81753,0.88315,0.60947,0.93315,0.52298,0.02196,7e-05,0.00133363,0.00133363,0.00133363
204,1083.32,0.94481,0.54548,0.01364,0.00071,0.85987,0.86845,0.8966,0.62915,0.90403,0.49274,0.02405,7e-05,0.00133198,0.00133198,0.00133198
205,1088.27,0.95341,0.53826,0.01377,0.00052,0.88101,0.85747,0.9081,0.6478,0.92214,0.48239,0.01898,7e-05,0.00133033,0.00133033,0.00133033
206,1093.44,0.98625,0.53262,0.01445,0.00053,0.89314,0.82338,0.90808,0.6577,0.91382,0.52673,0.0195,6e-05,0.00132868,0.00132868,0.00132868
207,1099.08,0.93248,0.52235,0.01291,0.00073,0.89067,0.84749,0.89197,0.63213,0.89883,0.46224,0.01782,7e-05,0.00132703,0.00132703,0.00132703
208,1104.28,0.93888,0.54458,0.01335,0.00059,0.89194,0.85341,0.91103,0.64973,0.90106,0.46768,0.0192,6e-05,0.00132538,0.00132538,0.00132538
209,1109.86,0.90337,0.50179,0.01107,0.00055,0.90174,0.85414,0.91503,0.66566,0.84809,0.40134,0.01955,6e-05,0.00132373,0.00132373,0.00132373
210,1115.06,0.90857,0.51246,0.01102,0.00055,0.90517,0.83765,0.90578,0.65609,0.85639,0.41234,0.01867,6e-05,0.00132208,0.00132208,0.00132208
211,1120,0.9137,0.52075,0.01261,0.00058,0.89771,0.83067,0.89735,0.63727,0.83775,0.51931,0.0193,5e-05,0.00132043,0.00132043,0.00132043
212,1125.47,0.89349,0.49216,0.01224,0.00061,0.88538,0.87485,0.91456,0.66137,0.85311,0.45531,0.01883,6e-05,0.00131878,0.00131878,0.00131878
213,1130.22,0.91097,0.51587,0.01093,0.00065,0.85889,0.86566,0.90302,0.63599,0.88184,0.4787,0.02127,6e-05,0.00131713,0.00131713,0.00131713
214,1135.39,0.96553,0.51375,0.01256,0.00047,0.91467,0.82294,0.90427,0.65986,0.86951,0.49111,0.01913,6e-05,0.00131548,0.00131548,0.00131548
215,1140.53,0.98124,0.54058,0.01202,0.00069,0.89904,0.81393,0.88619,0.59487,0.98618,0.51455,0.02476,0.0001,0.00131383,0.00131383,0.00131383
216,1145.22,0.93158,0.51221,0.01154,0.0006,0.87857,0.84654,0.90007,0.62265,0.95819,0.51091,0.01862,0.0001,0.00131218,0.00131218,0.00131218
217,1150.43,0.97506,0.54024,0.01325,0.00061,0.86866,0.8438,0.90009,0.6464,0.89425,0.478,0.01804,7e-05,0.00131053,0.00131053,0.00131053
218,1155.51,0.93273,0.5321,0.01173,0.00059,0.89442,0.84788,0.90206,0.65092,0.862,0.45904,0.01812,7e-05,0.00130888,0.00130888,0.00130888
219,1160.48,0.93277,0.5047,0.01344,0.00054,0.88242,0.85203,0.90146,0.65888,0.85559,0.46473,0.02084,6e-05,0.00130723,0.00130723,0.00130723
220,1165.76,0.93353,0.52337,0.01191,0.00066,0.87057,0.86404,0.90175,0.65198,0.87204,0.44441,0.01874,7e-05,0.00130558,0.00130558,0.00130558
221,1171.18,0.86849,0.48404,0.01115,0.00055,0.90993,0.8311,0.88795,0.64457,0.81365,0.42763,0.01764,6e-05,0.00130393,0.00130393,0.00130393
222,1176.3,0.87659,0.50507,0.01029,0.0005,0.86802,0.85422,0.88174,0.62019,0.88475,0.49549,0.01849,7e-05,0.00130228,0.00130228,0.00130228
223,1181.9,0.90885,0.51393,0.01112,0.00066,0.87694,0.8643,0.89585,0.64725,0.83774,0.44645,0.01813,6e-05,0.00130063,0.00130063,0.00130063
224,1187.05,0.92668,0.50553,0.01392,0.00065,0.88953,0.85401,0.90707,0.65454,0.87405,0.44068,0.01873,6e-05,0.00129898,0.00129898,0.00129898
225,1192.49,0.93837,0.5043,0.01164,0.00062,0.87777,0.81937,0.88669,0.64794,0.85958,0.52308,0.01956,6e-05,0.00129733,0.00129733,0.00129733
226,1197.8,0.89548,0.50762,0.01182,0.00061,0.82418,0.85586,0.87984,0.62765,0.91661,0.53764,0.02128,8e-05,0.00129568,0.00129568,0.00129568
227,1202.58,0.90815,0.49382,0.01152,0.0005,0.87654,0.81951,0.86755,0.59247,0.92002,0.50399,0.02068,8e-05,0.00129403,0.00129403,0.00129403
228,1207.83,0.92035,0.50121,0.01063,0.00058,0.86363,0.8565,0.89381,0.61954,0.92849,0.51391,0.02078,6e-05,0.00129238,0.00129238,0.00129238
229,1213.11,0.91141,0.5044,0.01086,0.00058,0.85991,0.83577,0.8876,0.63706,0.82161,0.48728,0.01789,6e-05,0.00129072,0.00129072,0.00129072
230,1218.38,0.86685,0.49196,0.01035,0.00053,0.87575,0.82033,0.88636,0.64456,0.85658,0.47858,0.01857,6e-05,0.00128907,0.00128907,0.00128907
231,1223.5,0.90696,0.50718,0.01064,0.00055,0.8728,0.8315,0.88734,0.62485,0.89016,0.48697,0.0237,6e-05,0.00128742,0.00128742,0.00128742
232,1228.43,0.91296,0.53018,0.0112,0.00065,0.89877,0.81921,0.8924,0.64671,0.85152,0.46399,0.01877,6e-05,0.00128577,0.00128577,0.00128577
233,1233.57,0.86282,0.52198,0.01113,0.00055,0.85651,0.86672,0.89373,0.63976,0.88404,0.46315,0.01883,8e-05,0.00128412,0.00128412,0.00128412
234,1238.6,0.87883,0.50968,0.01143,0.00061,0.88173,0.86474,0.89446,0.64802,0.86138,0.52483,0.0204,7e-05,0.00128247,0.00128247,0.00128247
235,1243.65,0.9082,0.53272,0.012,0.00062,0.84805,0.87987,0.88065,0.60977,0.96468,0.5521,0.02023,7e-05,0.00128082,0.00128082,0.00128082
236,1248.65,0.93509,0.5198,0.01206,0.00064,0.88505,0.86463,0.8941,0.64106,0.86569,0.435,0.02272,6e-05,0.00127917,0.00127917,0.00127917
237,1254,0.91741,0.53856,0.01139,0.00065,0.90095,0.81642,0.89938,0.65792,0.84748,0.50084,0.01838,7e-05,0.00127752,0.00127752,0.00127752
238,1258.95,0.92353,0.51073,0.01192,0.00073,0.87317,0.80935,0.85213,0.59528,0.92648,0.55803,0.01983,8e-05,0.00127587,0.00127587,0.00127587
239,1264.13,0.91485,0.51292,0.01078,0.00055,0.86685,0.85863,0.8857,0.62449,0.84543,0.4561,0.01724,7e-05,0.00127422,0.00127422,0.00127422
240,1269.16,0.92592,0.50739,0.01097,0.00069,0.85123,0.87495,0.90024,0.63222,0.82645,0.44213,0.01627,7e-05,0.00127257,0.00127257,0.00127257
241,1274.59,0.90008,0.48433,0.01153,0.00056,0.87588,0.86352,0.90182,0.65057,0.8494,0.42689,0.0196,6e-05,0.00127092,0.00127092,0.00127092
242,1279.46,0.8951,0.49891,0.01121,0.00059,0.86661,0.8603,0.90115,0.6513,0.91444,0.47955,0.01729,6e-05,0.00126927,0.00126927,0.00126927
243,1284.83,0.94344,0.54154,0.01153,0.00058,0.88935,0.84797,0.89228,0.61882,0.9527,0.49019,0.02112,7e-05,0.00126762,0.00126762,0.00126762
244,1290.05,0.90622,0.49443,0.01166,0.00054,0.89601,0.81781,0.89153,0.65814,0.83241,0.45451,0.01946,6e-05,0.00126597,0.00126597,0.00126597
245,1295.16,0.89445,0.5178,0.01087,0.00066,0.88374,0.86157,0.90212,0.66217,0.78188,0.43318,0.0157,5e-05,0.00126432,0.00126432,0.00126432
246,1300.46,0.85359,0.48743,0.01047,0.00061,0.87709,0.85142,0.88826,0.65312,0.83999,0.46773,0.01795,7e-05,0.00126267,0.00126267,0.00126267
247,1305.36,0.88328,0.49347,0.01165,0.00056,0.88508,0.85482,0.88645,0.64474,0.79085,0.4339,0.01739,6e-05,0.00126102,0.00126102,0.00126102
248,1310.52,0.86638,0.50449,0.01026,0.00054,0.86837,0.86261,0.89006,0.64897,0.80212,0.46945,0.01515,7e-05,0.00125937,0.00125937,0.00125937
249,1315.39,0.82085,0.43472,0.00958,0.00046,0.85122,0.87105,0.89528,0.66415,0.79365,0.48103,0.01591,7e-05,0.00125772,0.00125772,0.00125772
250,1320.61,0.89504,0.49047,0.01093,0.00072,0.88415,0.85015,0.90055,0.67374,0.78916,0.43606,0.01714,5e-05,0.00125607,0.00125607,0.00125607
251,1325.87,0.94153,0.49704,0.01234,0.00061,0.88122,0.84797,0.89225,0.62434,0.95856,0.52323,0.02175,8e-05,0.00125442,0.00125442,0.00125442
252,1330.72,0.94751,0.50148,0.01189,0.00053,0.85756,0.87693,0.89984,0.66164,0.84302,0.40259,0.01791,6e-05,0.00125277,0.00125277,0.00125277
253,1335.57,0.96739,0.53348,0.01229,0.00056,0.89167,0.84568,0.8927,0.6178,1.00226,0.42837,0.02009,8e-05,0.00125112,0.00125112,0.00125112
254,1340.88,0.93809,0.51549,0.01191,0.00062,0.89408,0.8309,0.89054,0.63698,0.89608,0.46574,0.02056,6e-05,0.00124947,0.00124947,0.00124947
255,1345.86,0.90298,0.4959,0.01105,0.00052,0.87924,0.8252,0.88651,0.61474,0.92723,0.53618,0.01734,9e-05,0.00124782,0.00124782,0.00124782
256,1350.78,0.89064,0.49401,0.01002,0.00049,0.87907,0.84004,0.88358,0.6435,0.83584,0.43861,0.01694,7e-05,0.00124617,0.00124617,0.00124617
257,1355.7,0.84158,0.45753,0.00996,0.00051,0.85878,0.84543,0.89288,0.66149,0.83772,0.42571,0.01808,6e-05,0.00124452,0.00124452,0.00124452
258,1360.75,0.88287,0.48318,0.01052,0.00059,0.85236,0.83994,0.87916,0.6313,0.87789,0.47523,0.01769,7e-05,0.00124287,0.00124287,0.00124287
259,1365.88,0.89396,0.46079,0.01092,0.00047,0.84651,0.88633,0.90058,0.63546,0.88574,0.48419,0.02103,7e-05,0.00124121,0.00124121,0.00124121
260,1371,0.86647,0.4754,0.01063,0.0005,0.85952,0.8396,0.89811,0.6622,0.81236,0.45052,0.01871,6e-05,0.00123956,0.00123956,0.00123956
261,1375.81,0.87201,0.46707,0.01021,0.0005,0.87288,0.84839,0.89058,0.64603,0.8208,0.46575,0.0181,6e-05,0.00123791,0.00123791,0.00123791
262,1380.99,0.86116,0.44891,0.01168,0.0005,0.84909,0.86463,0.89954,0.67859,0.80587,0.42552,0.0185,6e-05,0.00123626,0.00123626,0.00123626
263,1386.08,0.86939,0.46487,0.00968,0.00055,0.88256,0.84172,0.88462,0.65519,0.83542,0.50177,0.01799,8e-05,0.00123461,0.00123461,0.00123461
264,1390.75,0.87553,0.4693,0.01157,0.00055,0.88095,0.83796,0.89593,0.66339,0.79483,0.43738,0.01684,7e-05,0.00123296,0.00123296,0.00123296
265,1396.05,0.88793,0.48412,0.01149,0.00063,0.85842,0.87513,0.89115,0.66154,0.79522,0.431,0.02019,5e-05,0.00123131,0.00123131,0.00123131
266,1401.21,0.8788,0.46157,0.01236,0.00045,0.89049,0.83173,0.90873,0.7071,0.79409,0.42834,0.0184,5e-05,0.00122966,0.00122966,0.00122966
267,1406.26,0.89841,0.45484,0.01288,0.00064,0.89715,0.83263,0.89945,0.66991,0.91131,0.42342,0.02016,7e-05,0.00122801,0.00122801,0.00122801
268,1411.3,0.92843,0.47935,0.0121,0.00063,0.86791,0.87546,0.90551,0.69621,0.81256,0.34835,0.01761,7e-05,0.00122636,0.00122636,0.00122636
269,1416.34,0.89818,0.47233,0.01116,0.0006,0.8422,0.88585,0.89274,0.66493,0.82459,0.42542,0.02023,6e-05,0.00122471,0.00122471,0.00122471
270,1421.15,0.87994,0.46191,0.01101,0.00049,0.9027,0.85085,0.90185,0.67437,0.81062,0.40938,0.01712,6e-05,0.00122306,0.00122306,0.00122306
271,1426.28,0.87115,0.45888,0.00969,0.00057,0.89519,0.85297,0.9071,0.68038,0.80519,0.40723,0.01605,6e-05,0.00122141,0.00122141,0.00122141
272,1431.37,0.81764,0.42965,0.01119,0.00045,0.89117,0.85885,0.90523,0.66899,0.80934,0.48223,0.01764,6e-05,0.00121976,0.00121976,0.00121976
273,1436.52,0.85289,0.44751,0.01161,0.00055,0.89509,0.85503,0.89644,0.67183,0.80231,0.4532,0.01684,6e-05,0.00121811,0.00121811,0.00121811
274,1441.3,0.85876,0.45728,0.01022,0.0005,0.84216,0.89215,0.90407,0.67247,0.79802,0.37746,0.01917,5e-05,0.00121646,0.00121646,0.00121646
275,1446.42,0.84489,0.43719,0.01011,0.00043,0.89448,0.84896,0.90941,0.66966,0.81416,0.39629,0.0173,5e-05,0.00121481,0.00121481,0.00121481
276,1451.51,0.90277,0.48169,0.01016,0.00056,0.84475,0.88123,0.89673,0.66447,0.81196,0.47772,0.01793,6e-05,0.00121316,0.00121316,0.00121316
277,1456.61,0.8808,0.46985,0.01036,0.00056,0.89926,0.84724,0.90942,0.68406,0.83504,0.45826,0.01757,5e-05,0.00121151,0.00121151,0.00121151
278,1461.9,0.85391,0.46091,0.00938,0.00056,0.88413,0.85988,0.90165,0.67856,0.8292,0.36509,0.01744,6e-05,0.00120986,0.00120986,0.00120986
279,1467.14,0.90025,0.50685,0.01053,0.0007,0.88626,0.88222,0.90618,0.68389,0.7924,0.44764,0.01546,5e-05,0.00120821,0.00120821,0.00120821
280,1472.42,0.83507,0.45479,0.01033,0.0005,0.88433,0.85487,0.91494,0.69064,0.79381,0.42341,0.01623,6e-05,0.00120656,0.00120656,0.00120656
281,1477.51,0.8319,0.41645,0.00928,0.00049,0.8667,0.89016,0.90296,0.67568,0.83027,0.38773,0.01599,6e-05,0.00120491,0.00120491,0.00120491
282,1482.25,0.89522,0.45047,0.01063,0.00058,0.88041,0.87629,0.9056,0.679,0.80119,0.43146,0.01571,7e-05,0.00120326,0.00120326,0.00120326
283,1487.25,0.85028,0.47024,0.01007,0.00053,0.89898,0.86672,0.9037,0.69314,0.77495,0.39774,0.01502,5e-05,0.00120161,0.00120161,0.00120161
284,1492.56,0.87367,0.46326,0.01044,0.00054,0.87059,0.87519,0.90154,0.68573,0.80829,0.3914,0.01704,6e-05,0.00119996,0.00119996,0.00119996
285,1497.39,0.87233,0.45754,0.01098,0.00062,0.89127,0.84524,0.89765,0.68089,0.82586,0.44539,0.01907,6e-05,0.00119831,0.00119831,0.00119831
286,1502.44,0.85111,0.48712,0.0101,0.00059,0.88871,0.87068,0.9088,0.69549,0.76789,0.41135,0.01574,5e-05,0.00119666,0.00119666,0.00119666
287,1507.85,0.84081,0.42931,0.011,0.00053,0.8696,0.86985,0.8975,0.66874,0.82483,0.3911,0.01668,6e-05,0.00119501,0.00119501,0.00119501
288,1512.84,0.83673,0.4587,0.01027,0.00053,0.89201,0.85036,0.89485,0.6903,0.78189,0.41236,0.01551,5e-05,0.00119336,0.00119336,0.00119336
289,1517.98,0.82467,0.46602,0.01062,0.00036,0.89947,0.87129,0.91255,0.6744,0.89931,0.41499,0.01762,7e-05,0.0011917,0.0011917,0.0011917
290,1522.65,0.85922,0.44117,0.01058,0.00046,0.88374,0.86932,0.89963,0.66029,0.81173,0.43237,0.01667,5e-05,0.00119005,0.00119005,0.00119005
291,1527.62,0.88199,0.47974,0.01024,0.00061,0.89139,0.84192,0.90686,0.67152,0.83331,0.40613,0.01961,5e-05,0.0011884,0.0011884,0.0011884
292,1532.7,0.87922,0.45813,0.01034,0.00051,0.89265,0.85203,0.91046,0.70059,0.78342,0.4508,0.01716,6e-05,0.00118675,0.00118675,0.00118675
293,1537.99,0.82688,0.46507,0.00991,0.00047,0.87951,0.85015,0.8961,0.67523,0.81733,0.38753,0.01785,5e-05,0.0011851,0.0011851,0.0011851
294,1543.41,0.86308,0.45035,0.00954,0.00048,0.90433,0.85254,0.90668,0.69157,0.81585,0.41321,0.02056,6e-05,0.00118345,0.00118345,0.00118345
295,1548.62,0.85927,0.44208,0.00971,0.00048,0.87302,0.8681,0.88947,0.62992,0.91331,0.4285,0.01699,7e-05,0.0011818,0.0011818,0.0011818
296,1553.78,0.83009,0.44766,0.01022,0.00055,0.89376,0.86385,0.92056,0.70088,0.80935,0.39676,0.01558,6e-05,0.00118015,0.00118015,0.00118015
297,1558.69,0.83495,0.43677,0.01029,0.00056,0.87394,0.881,0.89959,0.68557,0.80394,0.40324,0.0166,6e-05,0.0011785,0.0011785,0.0011785
298,1563.84,0.84089,0.42598,0.00963,0.00041,0.85541,0.86598,0.89027,0.64142,0.84542,0.43386,0.01662,7e-05,0.00117685,0.00117685,0.00117685
299,1568.7,0.85902,0.44113,0.00987,0.00048,0.8961,0.86513,0.89813,0.68221,0.80099,0.37591,0.01598,6e-05,0.0011752,0.0011752,0.0011752
300,1574,0.86653,0.46133,0.01,0.00059,0.89735,0.86717,0.9021,0.68085,0.79297,0.37892,0.0164,6e-05,0.00117355,0.00117355,0.00117355
301,1579.27,0.84364,0.44809,0.01066,0.0005,0.90792,0.87287,0.90776,0.67701,0.77734,0.41076,0.01685,5e-05,0.0011719,0.0011719,0.0011719
302,1584.35,0.82927,0.43524,0.00968,0.00053,0.89873,0.85058,0.91327,0.67575,0.87297,0.47567,0.01666,7e-05,0.00117025,0.00117025,0.00117025
303,1589.41,0.80412,0.44465,0.00965,0.00045,0.88102,0.87028,0.89763,0.65963,0.8007,0.44547,0.0162,5e-05,0.0011686,0.0011686,0.0011686
304,1594.42,0.85628,0.42556,0.00993,0.00055,0.90153,0.86633,0.90201,0.68941,0.7897,0.41509,0.01542,6e-05,0.00116695,0.00116695,0.00116695
305,1599.39,0.81299,0.42965,0.00906,0.00052,0.87377,0.86047,0.89758,0.69847,0.80972,0.40484,0.01777,7e-05,0.0011653,0.0011653,0.0011653
306,1604.23,0.88582,0.4563,0.01054,0.00066,0.87763,0.85943,0.90146,0.65649,0.90506,0.44997,0.01883,8e-05,0.00116365,0.00116365,0.00116365
307,1609.06,0.84682,0.45602,0.01061,0.00054,0.86525,0.87277,0.89561,0.65015,0.83339,0.41585,0.01803,6e-05,0.001162,0.001162,0.001162
308,1614.08,0.86517,0.44684,0.01019,0.00056,0.90778,0.86817,0.90516,0.66954,0.78315,0.36175,0.01572,7e-05,0.00116035,0.00116035,0.00116035
309,1618.52,0.84617,0.44294,0.01058,0.00056,0.89565,0.87693,0.90949,0.69846,0.82639,0.36058,0.0171,7e-05,0.0011587,0.0011587,0.0011587
310,1623.68,0.89462,0.4815,0.01028,0.00056,0.90301,0.87287,0.91214,0.65789,0.85754,0.43002,0.01616,7e-05,0.00115705,0.00115705,0.00115705
311,1629.15,0.85392,0.45578,0.01048,0.00049,0.87116,0.87595,0.88959,0.65782,0.80236,0.45752,0.01712,6e-05,0.0011554,0.0011554,0.0011554
312,1633.98,0.85117,0.44455,0.01077,0.00055,0.83091,0.8935,0.88525,0.64875,0.82777,0.4287,0.02058,6e-05,0.00115375,0.00115375,0.00115375
313,1639.35,0.88448,0.45772,0.01113,0.00062,0.9146,0.86002,0.90921,0.67248,0.86891,0.41456,0.01649,7e-05,0.0011521,0.0011521,0.0011521
314,1644.31,0.83347,0.4238,0.00979,0.00048,0.88597,0.87287,0.90475,0.66508,0.87284,0.43866,0.01819,5e-05,0.00115045,0.00115045,0.00115045
315,1649.49,0.82255,0.40786,0.00948,0.00038,0.90865,0.87881,0.91027,0.68837,0.81727,0.39865,0.01836,6e-05,0.0011488,0.0011488,0.0011488
316,1655.06,0.84542,0.43215,0.01018,0.00054,0.8799,0.89339,0.91111,0.68812,0.81607,0.38573,0.01719,6e-05,0.00114715,0.00114715,0.00114715
317,1660.33,0.8425,0.42747,0.0093,0.0005,0.87093,0.88536,0.9046,0.68429,0.83173,0.40184,0.01574,7e-05,0.0011455,0.0011455,0.0011455
318,1665.23,0.85537,0.4351,0.0109,0.00046,0.84021,0.89746,0.89745,0.67899,0.82375,0.41722,0.01907,6e-05,0.00114385,0.00114385,0.00114385
319,1670.28,0.81694,0.41427,0.00924,0.00059,0.8701,0.89518,0.90269,0.68322,0.76388,0.40395,0.01717,5e-05,0.0011422,0.0011422,0.0011422
320,1675.3,0.8138,0.42418,0.0099,0.00044,0.86896,0.87703,0.90345,0.69211,0.73337,0.38677,0.01712,5e-05,0.00114054,0.00114054,0.00114054
